,author,books
6394,Marie Nonnast,[33614]
6395,Marie Rudisill,[9921]
6396,Marie Tahir,[22148]
6397,Marieka Heinlen,[10417]
6398,Mariel Hemingway,[42682]
6399,Mariette Landry,[46610]
6400,Marili Margomenou,[38338]
6401,Marilyn Bader,[14917]
6402,Marilyn Campbell,[15773]
6403,Marilyn French,[46456]
6404,Marilyn Herbert,[13375]
6405,Marilyn Johnson,[17682]
6406,Marilyn Manson,"[25379, 37847]"
6407,Marilyn Pappano,[46700]
6408,Marilyn Sadler,[44787]
6409,Marilyn Singer,[46377]
6410,Marilynne Robinson,"[11741, 14204, 14212]"
6411,Marina Belozerskaya,[10346]
6412,Marina Kastan,[26194]
6413,Marina Mariasch,[33747]
6414,Marina Tsvetaeva,[12427]
6415,Marina Warner,[2494]
6416,Mario A. Usabiaga,[24114]
6417,Mario Bellatin,[17825]
6418,Mario Praz,[47376]
6419,Mario Puzo,"[22026, 22027, 22028, 22029, 22035, 22036, 22037, 22045, 22051, 22057]"
6420,Mario Vargas Llosa,"[45591, 45592, 45595]"
6421,Marion Crawford,[38648]
6422,Marion Deuchars,[8931]
6423,Marion Meade,[44450]
6424,Marion Post Wolcott,[11482]
6425,Marion Wiesel,"[1617, 12823]"
6426,Marion Woodman,[27243]
6427,Marion Zimmer Bradley,"[18885, 18886, 18888, 18889, 18890, 18891, 18892, 29161]"
6428,Marisa Sestino,[2623]
6429,Marisabina Russo,[40042]
6430,Marisha Pessl,[3483]
6431,Marissa Moss,"[24172, 24173, 24176]"
6432,Marita Conlon,[10895]
6433,Marita Golden,[12412]
6434,Marjane Satrapi,"[9516, 9517, 9521, 9522, 9524, 9525, 9526]"
6435,Marjorie A. Priceman,[12155]
6436,Marjorie Garber,"[6197, 32487]"
6437,Marjorie Kerr Wilson,[13965]
6438,Marjorie Lamp Mead,[30626]
6439,Marjorie Latzke,[13973]
6440,Marjorie Weinman Sharmat,"[3513, 3516, 3519]"
6441,Marjory Stoneman Douglas,[46279]
6442,Mark       Stevens,[22017]
6443,Mark   Richardson,[12210]
6444,Mark  Hunter,[19885]
6445,Mark  Johnson,"[31856, 34459]"
6446,Mark A. Garland,[29185]
6447,Mark Allen Weiss,"[27843, 27851]"
6448,Mark Anderson,[32561]
6449,Mark Anestis,[25639]
6450,Mark Aronson,[20932]
6451,Mark Bagley,"[21320, 21321]"
6452,Mark Bailey,[4626]
6453,Mark Bego,[41258]
6454,Mark Behr,[9501]
6455,Mark Billingham,"[21723, 21725]"
6456,Mark Bittman,"[25652, 25653]"
6457,Mark Bowden,"[44510, 44906]"
6458,Mark Buckingham,"[16791, 21322, 21324, 21325, 21326, 21327, 21328, 21329, 21330, 22339, 22398]"
6459,Mark Buehner,[19040]
6460,Mark Cahill,[44790]
6461,Mark Chiarello,"[35409, 35895]"
6462,Mark Cohen,[26314]
6463,Mark Costello,[45771]
6464,Mark Crispin Miller,[35786]
6465,Mark D. Widome,[98]
6466,Mark Dawidziak,[33559]
6467,Mark Decarteret,[46610]
6468,Mark Dunn,[16200]
6469,Mark Eisner,[5931]
6470,Mark Epstein,"[18736, 37083]"
6471,Mark Fainaru,[26748]
6472,Mark Haddon,"[1618, 3437, 3438, 3439, 4703, 4704, 4707, 43010]"
6473,Mark Harlan,[34612]
6474,Mark Helprin,[12967]
6475,Mark Hertsgaard,[35602]
6476,Mark Honan,[799]
6477,Mark Hoppus,[2144]
6478,Mark Hussey,"[14941, 18842, 18854]"
6479,Mark Jacobson,[44510]
6480,Mark Joyal,[9462]
6481,Mark Kermode,[39660]
6482,Mark Kinkead,[7627]
6483,Mark Kurlansky,"[2715, 3340, 3341, 3343, 3344, 3345, 3346, 3347, 3348]"
6484,Mark LeVine,"[24530, 45511, 45516]"
6485,Mark Lewis,[15276]
6486,Mark Lewisohn,[35633]
6487,Mark Leyner,[6611]
6488,Mark Manning,[25142]
6489,Mark Mazower,[14491]
6490,Mark McKenna,"[22360, 22390]"
6491,Mark McNeilly,[2586]
6492,Mark Michalowski,[20258]
6493,Mark Millar,[43747]
6494,Mark Mittelberg,"[44408, 44436]"
6495,Mark Musa,"[12113, 15652, 19155, 19166, 19172, 19173, 19176]"
6496,Mark Nepo,[7581]
6497,Mark Nesbitt,[35081]
6498,Mark O'Connor,[45472]
6499,Mark O'Shea,[20498]
6500,Mark Osteen,[14137]
6501,Mark Overstall,[2175]
6502,Mark P. Shea,[7338]
6503,Mark Pennington,"[22339, 22398]"
6504,Mark Polizzotti,[40763]
6505,Mark Reeve,[30094]
6506,Mark Reuter,[9462]
6507,Mark Rothko,"[13310, 13318]"
6508,Mark Rudman,[13347]
6509,Mark S. Boyce,[7277]
6510,Mark S. Smith,[10263]
6511,Mark Salisbury,[16230]
6512,Mark Schafer,[9490]
6513,Mark Shepard,[2236]
6514,Mark Shepherd,[14002]
6515,Mark Smylie,"[72, 19961]"
6516,Mark Stevens,[2557]
6517,Mark Steyn,[30112]
6518,Mark Strand,[11705]
6519,Mark T. Conard,"[31813, 31898]"
6520,Mark T. Sullivan,[37951]
6521,Mark Talbot,[45350]
6522,Mark Treharne,[18798]
6523,Mark Twain,"[2443, 2834, 2835, 2949, 2952, 2953, 2956, 2958, 2960, 2962, 2965, 2967, 2968, 2971, 2973, 19370, 19371, 19373, 19377, 19379, 24580, 24581, 24583, 31235, 37813, 37815, 38680, 38747, 38750, 38762, 43441, 45641, 45642]"
6524,Mark Vonnegut,[28134]
6525,Mark W. Edwards,[32964]
6526,Mark W. Tiedemann,[38717]
6527,Mark Wahlberg,[9828]
6528,Mark Waid,"[8172, 16992, 16993, 16994, 16995, 16996, 16999, 22381]"
6529,Mark Wheatley,[21322]
6530,Mark Wigan,[14673]
6531,Mark Wilson,[20677]
6532,Mark Yarnell,[14719]
6533,Mark Z. Danielewski,"[24800, 40152, 40153, 40154, 40155]"
6534,Mark Zwonitzer,[15824]
6535,Markus Zusak,"[19057, 19062, 19063, 19064, 19065, 19066, 23229]"
6536,Marlene Parrish,[17290]
6537,Marlene Targ Brill,[42854]
6538,Marlo Morgan,"[32349, 38256, 38259]"
6539,Marsha Collier,"[133, 137, 139, 140]"
6540,Marshall Kirk McKusick,[5770]
6541,Marshall McLuhan,"[24000, 25955, 25956, 25961]"
6542,Marshall Sahlins,"[28254, 28255, 28257, 28259]"
6543,Marta Acosta,"[33536, 36609]"
6544,Marta García Martínez,[45244]
6545,Marta I. Guastavino,"[5421, 19136]"
6546,Marta Perez,[29170]
6547,Marta Perez Sanchez,[43497]
6548,Marta Torent López de Lamadrid,[16199]
6549,Marteeka Karland,[57]
6550,Martha Banta,[28585]
6551,Martha Grimes,"[25170, 25171, 25172, 25173, 25174, 25175, 25176, 25177]"
6552,Martha Hailey DuBose,[3004]
6553,Martha Heineman Pieper,[35927]
6554,Martha Humphreys,[3551]
6555,Martha Wells,[47530]
6556,Martha White,[10810]
6557,Marthe Le Van,[25806]
6558,Martin,"[26950, 29227]"
6559,Martin  Freeman,[8703]
6560,Martin  Gilbert,"[8910, 30591]"
6561,Martin  Hughes,[42079]
6562,Martin Amis,"[18825, 18826, 18828, 18829, 18830, 18831, 18832, 18833, 23031, 23036, 23037, 23040, 23042, 32581, 33464, 44841]"
6563,Martin Burgess Green,[29356]
6564,Martin E.P. Seligman,"[26123, 28012]"
6565,Martin Egeland,[35437]
6566,Martin Fowler,[44936]
6567,Martin Gardner,"[17798, 24213]"
6568,Martin Greenberg,"[17686, 19679, 19685]"
6569,Martin H. Greenberg,"[20929, 20930, 20932, 20935, 41840]"
6570,Martin Hammond,[30659]
6571,Martin Harrison,[6550]
6572,Martin Heidegger,"[9457, 18282]"
6573,Martin Hsu,[39771]
6574,Martin J. Cottam,[46901]
6575,Martin Kalin,[1771]
6576,Martin Kemp,[40132]
6577,Martin L. McLaughlin,[10508]
6578,Martin Luther,[2646]
6579,Martin Luther King Jr.,"[42547, 42855]"
6580,Martin Millar,[16789]
6581,Martin Ostwald,[19067]
6582,Martin Puchner,[30482]
6583,Martin S. Fridson,[35790]
6584,Martin Shaw,[35735]
6585,Martin Wilson,[38277]
6586,Martin Woodside,[7740]
6587,Martina Devlin,[10895]
6588,Martina Reilly,"[10895, 43651]"
6589,Martine Agassi,[10417]
6590,Marvin Kaye,"[5314, 28729]"
6591,Marvin N. Olasky,[1164]
6592,Marvin Spevack,[13011]
6593,Mary,[46382]
6594,Mary  Pacios,[21712]
6595,Mary  Stewart,"[27689, 27690, 27691, 27692, 27693, 27694, 27695, 27696, 27698]"
6596,Mary Alice Monroe,[7512]
6597,Mary Anna Evans,[21220]
6598,Mary Ashworth,[36677]
6599,Mary B. Collins,"[11854, 22235]"
6600,Mary B. Morrison,[12383]
6601,Mary Balogh,"[15773, 35334, 37346, 42634]"
6602,Mary Battiata,[44510]
6603,Mary Berry,[12958]
6604,Mary Bess Engel,[32899]
6605,Mary Blair,[42278]
6606,Mary Burton,[26768]
6607,Mary Chambers,[2817]
6608,Mary Collier,[8255]
6609,Mary Cregan,[269]
6610,Mary Cutler,[44231]
6611,Mary Daheim,[3479]
6612,Mary Dahiem,[3479]
6613,Mary Dalwood,[37530]
6614,Mary Daly,[8501]
6615,Mary Desmond Pinkowish,[41097]
6616,Mary Doria Russell,"[5880, 16047, 16948, 16950]"
6617,Mary Downing Hahn,[16234]
6618,Mary E. DeMuth,[8969]
6619,Mary Ellen Snodgrass,[41719]
6620,Mary Engelbreit,"[36664, 36665]"
6621,Mary Fitzpatrick,[8693]
6622,Mary Gaitskill,"[1984, 18639, 45759]"
6623,Mary Gladwin,[4414]
6624,Mary Gordon,[32854]
6625,Mary GrandPré,"[1, 2, 3, 5, 8, 15881, 34318, 47523]"
6626,Mary Helen Washington,[32750]
6627,Mary Henley Rubio,[3564]
6628,Mary Higgins Clark,"[16254, 41485, 41486, 41487, 41488, 41489, 41490, 41492, 43331, 43332, 43334, 43335, 43338, 43339, 43340, 43342, 43343, 43344, 43345, 43348, 43352, 43356, 43357, 43358, 43360, 47050]"
6629,Mary J. Gregor,[31860]
6630,Mary Jane Maffini,[10170]
6631,Mary Jane Ross,[22239]
6632,Mary Jo Boyer,[41071]
6633,Mary K. Baxter,[6660]
6634,Mary Karr,"[14241, 34082]"
6635,Mary Kay Andrews,"[38030, 38037]"
6636,Mary Kinzie,[11229]
6637,Mary L. Kirchoff,[28539]
6638,Mary Lamb,"[32509, 42036]"
6639,Mary Lawson,[8646]
6640,Mary Louise Gill,[9462]
6641,Mary M. Flekke,[16726]
6642,Mary McBride,[43620]
6643,Mary McCarthy,"[11292, 11295, 32781]"
6644,Mary McDougall,[6810]
6645,Mary McGarry Morris,[5182]
6646,Mary Miller,[45392]
6647,Mary Miller Doyle,[16580]
6648,Mary O'Neill,[8495]
6649,Mary Oliver,"[39690, 42632]"
6650,Mary Pipher,[2745]
6651,Mary Pope Osborne,"[12248, 12263, 17230, 26586, 26587, 26588, 26590, 26591, 26592, 26593, 26595, 32184]"
6652,Mary Reardon,[34601]
6653,Mary Roach,"[12545, 14990, 32145]"
6654,Mary Ryan,[10895]
6655,Mary S. Lovell,"[23856, 37277, 37280, 37282]"
6656,Mary Saliba,[46610]
6657,Mary Sue Roniger,[27422]
6658,Mary T. Clark,[27923]
6659,Mary Treadgold,[23792]
6660,Mary Walton,[34985]
6661,Mary Warnock,[10033]
6662,Mary Westmacott,[16347]
6663,Mary Wollstonecraft Shelley,"[18488, 18489, 18490, 33537, 35244, 35246, 35249, 35252, 35255, 35261, 47375, 47376]"
6664,MaryAnn F. Kohl,[38769]
6665,MaryJanice Davidson,"[19916, 30174, 30176, 30181, 30199, 30279, 30282]"
6666,Marya Hornbacher,[46815]
6667,Maryam Riess,[12822]
6668,Maryanne O Hara,[46610]
6669,María Antonieta Menini,"[12681, 47555]"
6670,María Eugenia Ciocchini Suárez,"[13449, 16254]"
6671,María Luisa Bombal,[45676]
6672,María Mir,[10620]
6673,María Pérez López de Heredia,[16191]
6674,María Rosa de Madariaga,[7156]
6675,María Victoria Alonso Blanco,[8799]
6676,Masakazu Katsura,[24438]
6677,Masaki Yamada,"[2058, 35878]"
6678,Masamune Shirow,"[7268, 35870, 35875]"
6679,Masayuki Miyata,[7050]
6680,Masek,[4997]
6681,Mat Broome,[43905]
6682,Matas,[45757]
6683,Matei Călinescu,[28026]
6684,Matilde Horne,[15397]
6685,Matt Braun,"[34168, 34172]"
6686,Matt Busch,[35424]
6687,Matt Christopher,"[19768, 20848]"
6688,Matt Fillbach,[35460]
6689,Matt Hutchinson,[41793]
6690,Matt Keefe,[10970]
6691,Matt Marinovich,[46610]
6692,Matt Nation,[4263]
6693,Matt Pepe,[46211]
6694,Matt Phillips,[8693]
6695,Matt Ridley,"[4591, 16176, 16799]"
6696,Matt Riser,[39771]
6697,Matt Rittenhouse,[46610]
6698,Matt Thorn,"[23721, 23722, 23724]"
6699,Matt Wagner,"[16091, 25101]"
6700,Matteo Mandarini,[26696]
6701,Matthew    Ward,"[23060, 37506]"
6702,Matthew  Norman,[10427]
6703,Matthew Barber,[3075]
6704,Matthew Bortolin,[35454]
6705,Matthew Cheney,[20001]
6706,Matthew Clark,[32950]
6707,Matthew D. Selekman,[46979]
6708,Matthew Fox,[11161]
6709,Matthew J. Bruccoli,"[4662, 4664, 4666, 14233, 27451, 31134]"
6710,Matthew J. Gibney,[44100]
6711,Matthew Kneale,"[14257, 14258]"
6712,Matthew L. Sands,"[5545, 5546, 17280, 35110, 35111]"
6713,Matthew Lewis,[47375]
6714,Matthew Loren Cohen,[38277]
6715,Matthew Pearl,"[9533, 18402, 18403, 18404, 45793]"
6716,Matthew S. Armstrong,[24188]
6717,Matthew Scully,[7260]
6718,Matthew Sprange,[31349]
6719,Matthew Sturges,"[21326, 21341]"
6720,Matthew Sweet,[5890]
6721,Matthew Woodring Stover,"[35458, 35461]"
6722,Matthias Schultheiss,[38502]
6723,Matthue Roth,[23229]
6724,Mattia Reiche,[10479]
6725,Mattias Ripa,[9516]
6726,Mau Heymans,[5316]
6727,Maud Ellmann,[7590]
6728,Maud Hart Lovelace,"[7890, 7891, 7894, 7896, 7898, 7899, 7901, 7905, 7906, 7907, 7909, 42485]"
6729,Maud Petersham,[8062]
6730,Maura Spiegel,[41686]
6731,Maureen Child,[14049]
6732,Maureen Freely,"[11691, 11692]"
6733,Maureen Howard,"[2307, 5255, 14942, 46132]"
6734,Maureen Johnson,"[17005, 17020]"
6735,Maureen Kelly,[523]
6736,Maureen Kovacs,[19352]
6737,Maurgaux Motin,[2156]
6738,Maurice Cranston,[12651]
6739,Maurice Frydman,[28355]
6740,Maurice Hindle,[18490]
6741,Maurice Hutton,[25692]
6742,Maurice Merleau,[18279]
6743,Maurice Sendak,"[6720, 19542, 19543, 19546, 25056, 28591, 40145]"
6744,Mauricio Molina,[19100]
6745,Mavis Applewater,[6903]
6746,Max Allan Collins,"[14179, 20315, 20316, 22060, 22061, 22063, 22065, 22067, 22068, 22070, 22072, 47068]"
6747,Max Barry,"[33356, 38401, 41315]"
6748,Max Beerbohm,"[24517, 34161]"
6749,Max Brod,"[17686, 17689, 17690]"
6750,Max Brooks,[8908]
6751,Max Eilenberg,[14117]
6752,Max Franklin,[47160]
6753,Max Frisch,"[10009, 10017, 10023]"
6754,Max Lucado,[3997]
6755,Max McLean,[37976]
6756,Maxim Gorky,"[13241, 13247, 44446]"
6757,Maxine Hong Kingston,"[275, 30852]"
6758,Maxine Kumin,[39690]
6759,Maxine Nodel,[6700]
6760,Maxine Paetro,"[13131, 33668]"
6761,Maxine Swann,[44816]
6762,Maxwell Award,[39357]
6763,Maxwell Mackenzie,[35689]
6764,Maya Angelou,"[5160, 9444, 10370, 13203, 13206, 13211, 13214, 13215]"
6765,Maya Gold,[3744]
6766,Maya Sangawa,[14775]
6767,Maynard F. Thomson,[32609]
6768,Mayu Shinjō,"[30249, 30250, 30253]"
6769,Mazer Anne,[24328]
6770,McDougal Littell,[20157]
6771,McDougal Publishing Staff,[44046]
6772,McKenna,[10895]
6773,McSweeney's Publishing,"[15592, 22431, 43438, 46230]"
6774,Mechthild Sandberg,[34957]
6775,Mechtild Ciletti,[16451]
6776,Mechtild Sandberg,"[16451, 37363]"
6777,Meg Cabot,"[19448, 19452, 19456, 23217, 23218, 23219, 23220, 23221, 23222, 23223, 23224, 23225, 23226, 33723, 37750, 38980]"
6778,Megan Crane,[37750]
6779,Megan McCafferty,"[33723, 37750]"
6780,Megan McDaniel,[19090]
6781,Megan McDonald,"[24149, 24152, 24153, 24155, 24156, 24157, 24158]"
6782,Megan McMorris,[11364]
6783,Megan Whalen Turner,"[40156, 40157, 40158, 40159, 40160]"
6784,Mehmet C. Oz,"[29569, 29571]"
6785,Mel Bay,[29069]
6786,Mel Gilden,[35148]
6787,Mel Odom,[30977]
6788,Mel Weitsman,[41464]
6789,Mel White,[14002]
6790,Melaine Tem,[47580]
6791,Melania G. Mazzucco,[43963]
6792,Melanie Acevedo,[3895]
6793,Melanie Rawn,"[13947, 29161]"
6794,Melinda Curtis,[32213]
6795,Melinda Haynes,[5179]
6796,Melinda Long,[18005]
6797,Melinda Roth,[18740]
6798,Melissa Jo Peltier,[7546]
6799,Melissa Kantor,[37347]
6800,Melissa Leo,[21426]
6801,Melissa M. Garcia,[12789]
6802,Melissa McCracken,[46610]
6803,Melissa Painter,[14605]
6804,Melissa Panarello,[46775]
6805,Melissa Senate,[37750]
6806,Melissa Sweet,[13460]
6807,Melissa Wiley,[8218]
6808,Melissa de la Cruz,"[38892, 43526, 43527, 43529]"
6809,Meljean Brook,[42668]
6810,Melody Beattie,"[23584, 46604]"
6811,Melody Carlson,[11492]
6812,Melody Malmberg,[8370]
6813,Melvin Burgess,[2501]
6814,Melvyn Grant,[34524]
6815,Merce Lopez Arnabat,[45749]
6816,Mercedes Lackey,"[13979, 13980, 13981, 13982, 13983, 13985, 13986, 13987, 13988, 13990, 13991, 13993, 13994, 13995, 13996, 13997, 13998, 13999, 14000, 14002, 14003, 14004, 14007, 14008, 14009, 14012, 14013, 14014, 28724, 28725, 28727, 28728, 28729, 28730, 28731, 28733, 28734, 28735, 28736, 28759, 28760, 28761, 28762, 29161, 35479, 45018, 45030, 47530]"
6817,Mercer Mayer,"[11323, 17701]"
6818,Meredith Ann Pierce,[40160]
6819,Meredith Daneman,[35710]
6820,Meredith Fletcher,[43656]
6821,Meredith Johnson,[4359]
6822,Merlin Donald,[18771]
6823,Merlin Holland,"[5289, 19397]"
6824,Merline Lovelace,[42424]
6825,Merrill D. Peterson,[38773]
6826,Merritt Y. Hughes,"[16605, 16803]"
6827,Merton M. Sealts Jr.,[15611]
6828,Mervyn Peake,"[39058, 39059, 39061, 39266, 34523]"
6829,Merzer,[33973]
6830,Metropolitan Museum of Art,[19599]
6831,Mian Mian,[29490]
6832,Miasha,[29122]
6833,Micah Sparks,[3465]
6834,Michael     Lewis,[25965]
6835,Michael    Ford,[7231]
6836,Michael    Heath,"[10767, 10770]"
6837,Michael   Barber,[16112]
6838,Michael   Collier,[1499]
6839,Michael   Lewis,"[1171, 1301, 7526, 10654, 10655, 10656, 10658]"
6840,Michael   Meyer,[37793]
6841,Michael   Williams,[28539]
6842,Michael  Bass,[41652]
6843,Michael  Bishop,[23796]
6844,Michael  Howard,[44916]
6845,Michael  Rossi,[1731]
6846,Michael  Shepherd,[31262]
6847,Michael  Wood,"[7559, 28087]"
6848,Michael A. Crom,[4873]
6849,Michael A. Stackpole,"[13828, 16483, 31641]"
6850,Michael Albert,[38338]
6851,Michael Armstrong,[21626]
6852,Michael Atiyeh,[35427]
6853,Michael Avi,[26344]
6854,Michael Avon Oeming,[43915]
6855,Michael Azerrad,[29393]
6856,Michael B. Frank,[2967]
6857,Michael B. Oren,[5587]
6858,Michael Bair,[26085]
6859,Michael Bakewell,"[15306, 16357, 31305]"
6860,Michael Basker,[27823]
6861,Michael Baur,[22514]
6862,Michael Beck,"[5362, 32498]"
6863,Michael Braungart,[5571]
6864,Michael C. Feathers,[44919]
6865,Michael C.J. Putnam,[1744]
6866,Michael Cadnum,[40160]
6867,Michael Chabon,"[3985, 3986, 16696, 16697, 16702, 16703, 16706, 16707, 24655, 46230]"
6868,Michael Chase,[31875]
6869,Michael Chesworth,[19301]
6870,Michael Clamp,[12958]
6871,Michael Connelly,"[21534, 21535, 21536, 21538, 21539, 21543, 21544, 21545, 21703, 24244, 32500, 32501, 32502, 32503, 32505, 32506, 32507, 32508, 46206]"
6872,Michael Corr,[40795]
6873,Michael Cox,[29927]
6874,Michael Craft,"[25563, 25564, 25565, 25566]"
6875,Michael Crichton,"[7661, 7662, 7663, 7664, 7665, 7667, 7668, 7669, 7670, 7672, 7673, 7674, 7677, 7679, 7681, 7682, 7684, 8650, 15860, 15862, 16752, 16755, 16760, 17080, 22077, 22079, 22080, 22082, 22097, 22101, 22113, 22114, 22119, 37106, 37131, 37132, 37146]"
6876,Michael Cumpsty,[21402]
6877,Michael Cunningham,"[2131, 2136, 2137, 3351, 11899]"
6878,Michael D'Orso,[1120]
6879,Michael D. Coe,[44933]
6880,Michael D. Lyman,"[34014, 34016]"
6881,Michael D. Oates,[23032]
6882,Michael David Thomas,[35460]
6883,Michael Davitt,[7590]
6884,Michael Dewell,[22993]
6885,Michael Dirda,"[31698, 45774]"
6886,Michael Dooling,[42311]
6887,Michael Dorris,[17174]
6888,Michael E. Bratman,[31816]
6889,Michael E. Doyle,[16575]
6890,Michael E. Roloff,"[25905, 25909]"
6891,Michael E. Soulé,[7271]
6892,Michael Earley,[47314]
6893,Michael Eldred,[46002]
6894,Michael Eliot Howard,[25863]
6895,Michael Emmerich,[14033]
6896,Michael Ende,"[27712, 27719, 27721, 27724]"
6897,Michael F. Roizen,"[29569, 29571]"
6898,Michael Feast,[13008]
6899,Michael Fiedrowicz,[27674]
6900,Michael Foreman,"[12820, 19182, 20646]"
6901,Michael Garland,[13164]
6902,Michael Gillespie,[9124]
6903,Michael Gleeny,[47312]
6904,Michael Glenny,"[46323, 47311, 47314, 47321]"
6905,Michael Grant,[29022]
6906,Michael Gray,[14320]
6907,Michael Grosberg,"[8693, 15731]"
6908,Michael Görden,[43503]
6909,Michael H. Jackson,[15725]
6910,Michael Hague,"[23548, 29806, 34268]"
6911,Michael Halbleib,[43818]
6912,Michael Hanlon,[24956]
6913,Michael Hardt,"[26694, 26695, 31784]"
6914,Michael Hauge,[38656]
6915,Michael Heisler,[43731]
6916,Michael Hemmingson,[45631]
6917,Michael Henry Heim,"[9717, 35738]"
6918,Michael Herr,[4339]
6919,Michael Hofmann,"[12203, 17694]"
6920,Michael Horowitz,[5134]
6921,Michael Hulse,[25815]
6922,Michael Hunter,[28617]
6923,Michael I. Silberkleit,[10732]
6924,Michael J. Agovino,[31960]
6925,Michael J. Bradley,[32373]
6926,Michael J. Broadway,[31478]
6927,Michael J. Davey,[2400]
6928,Michael J. DeLuca,[20001]
6929,Michael J. Gelb,[13463]
6930,Michael J. Karels,[5770]
6931,Michael J. Kiskis,[19379]
6932,Michael J. Lyons,[33539]
6933,Michael J. Mauboussin,[33331]
6934,Michael J. Nelson,"[41781, 41782, 41783, 41784]"
6935,Michael J. Smollin,[44186]
6936,Michael James Luzzi,[17292]
6937,Michael Jameson,[1536]
6938,Michael Jan Friedman,[3822]
6939,Michael Jasper,[20929]
6940,Michael Jecks,"[20891, 20895]"
6941,Michael John Petry,[29091]
6942,Michael Jordan,[26860]
6943,Michael K. Brett,[17067]
6944,Michael Kandel,"[18194, 28763, 28766, 28767]"
6945,Michael Karpelson,[17828]
6946,Michael Kelleher,[41179]
6947,Michael Kimmelman,[28639]
6948,Michael Korda,[23303]
6949,Michael Koryta,[43028]
6950,Michael Kreyling,"[12578, 12580]"
6951,Michael L. Perlis,[23835]
6952,Michael Leapman,[46119]
6953,Michael Ledwidge,"[13133, 45169]"
6954,Michael Leitch,[46528]
6955,Michael Littlefield,[35406]
6956,Michael Longcor,[13988]
6957,Michael Mallory,[32828]
6958,Michael Malone,[21703]
6959,Michael Marshall Smith,"[21010, 21012]"
6960,Michael Martchenko,[19125]
6961,Michael Mason,[10210]
6962,Michael Mazur,[15647]
6963,Michael McCurdy,[397]
6964,Michael McMahon,[7007]
6965,Michael Moorcock,"[30036, 30093, 30094, 30095, 30097, 34523]"
6966,Michael Moore,"[40579, 40580]"
6967,Michael Morpurgo,"[12820, 19182]"
6968,Michael Munn,[35295]
6969,Michael Naas,[6076]
6970,Michael Neill,[6937]
6971,Michael Nelson,[41780]
6972,Michael North,[34080]
6973,Michael O. Tunnell,[24786]
6974,Michael Ochs,[576]
6975,Michael Ondaatje,"[5942, 5947, 5950, 11715]"
6976,Michael Page,[10561]
6977,Michael Pagel,[32828]
6978,Michael Palin,"[24561, 24565, 24566, 24568, 40859]"
6979,Michael Palmer,[33672]
6980,Michael Parenti,[37811]
6981,Michael Patrick Hearn,"[2962, 5330]"
6982,Michael Pollan,"[3109, 3859, 13839, 13842, 18671, 24530]"
6983,Michael Prichard,"[2835, 21527, 45777]"
6984,Michael R.  Meyer,[11371]
6985,Michael R. French,[10061]
6986,Michael R. Katz,[18814]
6987,Michael R. Phillips,"[3531, 24442]"
6988,Michael Rabiger,[14485]
6989,Michael Reaves,"[20876, 47701]"
6990,Michael S.  Smith,[21004]
6991,Michael S. Berliner,[670]
6992,Michael S. Horton,[43979]
6993,Michael S. Lasky,[15082]
6994,Michael S. Reynolds,[10780]
6995,Michael Scammell,"[8147, 8153]"
6996,Michael Shaara,"[44469, 44470, 44471]"
6997,Michael Sheen,[18140]
6998,Michael Shinagel,[2934]
6999,Michael Siefener,[20000]
7000,Michael Slater,[5338]
7001,Michael Spring,[14414]
7002,Michael Streissguth,[35489]
7003,Michael Sutfin,[35433]
7004,Michael Swanwick,"[25781, 28729, 40281, 41089]"
7005,Michael Syvanen,[35986]
7006,Michael T. Ghiselin,[33999]
7007,Michael T. Goodrich,[27842]
7008,Michael T. Smith,[23835]
7009,Michael Tanner,"[2823, 12321, 43150]"
7010,Michael Teitelbaum,"[12328, 27440]"
7011,Michael Vitez,[6360]
7012,Michael W.  Smith,[21005]
7013,Michael W. Dean,[14490]
7014,Michael W. Jennings,[24603]
7015,Michael Walzer,"[26417, 37861]"
7016,Michael Warner,[45288]
7017,Michael Wharton,[16074]
7018,Michael Whelan,"[18003, 36737]"
7019,Michael Winterbottom,[25692]
7020,Michael Wm. Kaluta,[21322]
7021,Michael York,[43780]
7022,Michael Z. Williamson,[13988]
7023,Michael Zulli,"[16794, 22344, 23753, 25099, 25104]"
7024,Michael de Larrabetti,[41430]
7025,Michaela Muntean,[10414]
7026,Michal L. LeVasseur,[19958]
7027,Michale W. Perry,[14698]
7028,Michel Courtois,[24789]
7029,Michel Etienne,[9118]
7030,Michel Faber,"[19089, 40200]"
7031,Michel Foucault,"[1875, 1877, 1878, 1879, 1883, 12614]"
